wind_code,sec_name
562500.SH,机器人ETF
562510.SH,旅游ETF
562520.SH,中证1000成长ETF
562530.SH,中证1000价值ETF
562550.SH,绿电ETF
562560.SH,信息技术ETF
562570.SH,信创ETF
562580.SH,可选消费ETF
562590.SH,半导体设备ETF华夏
562600.SH,医疗器械ETF
562660.SH,中证2000ETF华夏
562700.SH,汽车零部件ETF
562800.SH,稀有金属ETF
562810.SH,上证指数增强ETF嘉实
562820.SH,集成电路ETF嘉实
562850.SH,央企能源ETF嘉实
562860.SH,疫苗ETF嘉实
562870.SH,证券ETF嘉实
562880.SH,电池ETF嘉实
562890.SH,A50ETF嘉实
562900.SH,农业ETF易方达
562910.SH,高端制造ETF易方达
562920.SH,信息安全ETF易方达
562930.SH,软件ETF易方达
562950.SH,消费电子ETF易方达
562960.SH,绿色电力ETF易方达
562970.SH,光伏ETF易方达
562990.SH,碳中和ETF易方达
563000.SH,中国A50ETF易方达
563010.SH,电信ETF易方达
563020.SH,红利低波ETF易方达
563030.SH,中证500增强ETF易方达
563050.SH,央企科技ETF易方达
563060.SH,央企50ETF易方达
563080.SH,中证A50ETF易方达
563090.SH,上证50增强ETF易方达
563150.SH,油气ETF银华
563180.SH,高股息ETF
563200.SH,中证2000ETF富国
563210.SH,专精特新ETF
563220.SH,中证A500ETF富国
563230.SH,卫星ETF
563280.SH,A50增强ETF富国
563300.SH,中证2000ETF
563320.SH,通用航空ETF
563330.SH,A股ETF
563350.SH,中证A50ETF
563360.SH,A500ETF华泰柏瑞
563380.SH,航空航天ETF
563390.SH,现金流ETF全指
563500.SH,A500ETF华宝
563510.SH,A500红利低波ETF易方达
563520.SH,沪深300ETF永赢
563530.SH,卫星ETF易方达
563550.SH,A500增强ETF摩根
563560.SH,科技成长ETF兴业
563570.SH,金融科技ETF兴业
563580.SH,自由现金流800ETF万家
563590.SH,A500红利低波动ETF国寿
563600.SH,A500增强ETF易方达
563620.SH,全指现金流ETF兴业
563630.SH,A500增强ETF国联安
563650.SH,中证A500ETF兴业
563660.SH,A500ETF银河
563670.SH,金融科技ETF鹏华
563680.SH,800现金流ETF汇添富
563690.SH,红利低波ETF永赢
563700.SH,红利价值ETF易方达
563750.SH,中证500ETF汇添富
563760.SH,全指自由现金流ETF
563770.SH,全指现金流ETF招商
563780.SH,现金流全指ETF
563790.SH,卫星ETF鹏华
563800.SH,A500ETF龙头
563830.SH,全指现金流ETF博时
563850.SH,食品ETF广发
563860.SH,中证A500ETF海富通
563870.SH,通用航空ETF鹏华
563880.SH,A500ETF汇添富
563890.SH,国企红利ETF创金合信
563900.SH,300自由现金流ETF摩根
563930.SH,上证增强ETF招商
563960.SH,300质量ETF兴全
563980.SH,800红利低波ETF鑫元
563990.SH,800现金流ETF
588000.SH,科创50ETF
588010.SH,科创新材料ETF博时
588020.SH,科创成长ETF易方达
588030.SH,科创100ETF博时
588040.SH,科创50ETF鹏华
588050.SH,科创50ETF工银
588060.SH,科创50ETF广发
588070.SH,科创成长ETF万家
588080.SH,科创50ETF易方达
588090.SH,科创50ETF华泰柏瑞
588100.SH,科创信息ETF嘉实
588110.SH,科创成长ETF
588120.SH,科创100ETF国泰
588130.SH,科创医药ETF华夏
588140.SH,科创200ETF广发
588150.SH,科创50ETF南方
588160.SH,科创新材料ETF南方
588170.SH,科创半导体ETF
588180.SH,科创50ETF基金
588190.SH,科创100ETF
588200.SH,科创芯片ETF
588210.SH,科创100ETF易方达
588220.SH,科创100ETF鹏华
588230.SH,科创200ETF
588240.SH,科创200ETF鹏华
588250.SH,科创生物医药ETF
588260.SH,科创信息ETF
588270.SH,科创200ETF易方达
588280.SH,科创50ETF指数基金
588290.SH,科创芯片ETF基金
588300.SH,科创创业50ETF招商
588310.SH,双创ETF基金
588320.SH,双创50ETF增强
588330.SH,双创龙头ETF
588350.SH,双创50ETF基金
588360.SH,科创创业ETF国泰
588370.SH,科创50增强ETF南方
588380.SH,双创50ETF
588390.SH,科创创业ETF博时
588400.SH,科创创业ETF嘉实
588410.SH,科创创业人工智能ETF鹏华
588420.SH,科创创业人工智能ETF摩根
588430.SH,科创创业人工智能ETF工银
588450.SH,科创50增强ETF招商
588460.SH,科创50增强ETF
588500.SH,科创100增强ETF易方达
588520.SH,科创增强ETF
588550.SH,科创综指增强ETF易方达
588660.SH,科创创业50ETF基金
588670.SH,科创综指增强ETF嘉实
588680.SH,科创100增强ETF
588690.SH,科创增强ETF银华
588700.SH,科创医药ETF嘉实
588710.SH,科创半导体设备ETF
588720.SH,科创50ETF中银
588730.SH,科创人工智能ETF易方达
588750.SH,科创芯片ETF汇添富
588760.SH,科创人工智能ETF广发
588770.SH,科创信息ETF摩根
588780.SH,科创芯片设计ETF
588790.SH,科创AIETF博时
588800.SH,科创100ETF华夏
588810.SH,科创芯片ETF富国
588820.SH,科创200ETF华夏
588830.SH,科创新能源ETF
588840.SH,科创50ETF万家
588850.SH,科创机械ETF嘉实
588860.SH,科创医药ETF工银
588870.SH,科创50ETF汇添富
588880.SH,科创100ETF华泰柏瑞
588890.SH,科创芯片ETF南方
588900.SH,科创100ETF南方
588910.SH,科创价值ETF建信
588920.SH,科创芯片ETF鹏华
588930.SH,科创人工智能ETF银华
588940.SH,科创50ETF富国
588950.SH,科创50ETF景顺
588960.SH,科创板新能源ETF
588980.SH,科创100ETF广发
588990.SH,科创芯片ETF博时
589000.SH,科创综指ETF华夏
589010.SH,科创人工智能ETF华夏
589020.SH,科创半导体设备ETF鹏华
589030.SH,科创芯片设计ETF易方达
589050.SH,科创综指ETF兴业
589060.SH,科创综指ETF东财
589070.SH,科创芯片设计ETF天弘
589080.SH,科创综指ETF汇添富
589090.SH,科创AIETF鹏华
589100.SH,科创芯片ETF国泰
589110.SH,科创人工智能ETF国泰
589120.SH,科创创新药ETF汇添富
589130.SH,科创芯片ETF易方达
589150.SH,科创50ETF平安
589160.SH,科创芯片ETF广发
589170.SH,科创芯片设计ETF鹏华
589180.SH,科创新材料ETF汇添富
589190.SH,科创芯片ETF华宝
589200.SH,科创200ETF工银
589210.SH,科创芯片设计ETF广发
589220.SH,科创200ETF国泰
589230.SH,科创人工智能ETF南方
589300.SH,科创综指ETF嘉实
589380.SH,科创AIETF富国
589500.SH,科创综指ETF工银
589520.SH,科创人工智能ETF华宝
589550.SH,科创价值ETF华夏
589560.SH,科创人工智能ETF汇添富
589580.SH,科创综指ETF兴银
589600.SH,科创综指ETF富国
589630.SH,科创综指ETF国泰
589660.SH,科创综指ETF南方
589680.SH,科创综指ETF鹏华
589700.SH,科创成长ETF南方
589720.SH,科创创新药ETF国泰
589770.SH,科创综指ETF招商
589780.SH,科创200ETF富国
589800.SH,科创综指ETF易方达
589820.SH,科创200ETF建信
589850.SH,科创50ETF东财
589860.SH,科创综指ETF天弘
589880.SH,科创综指ETF建信
589890.SH,科创综指ETF景顺
589900.SH,科创综指ETF博时
589950.SH,科创100ETF富国
589960.SH,科创新能源ETF易方达
589980.SH,科创100ETF汇添富
589990.SH,科创综指ETF华泰柏瑞
